Contest,Dates,Sample,Pollster,Harris,Trump,Margin,Influence,cat
National,7/24 - 8/1@@23581,683 LV@@683,Marquette University Law School,51.5,44.5,D+ 7@@-7,0,D
National,8/11 - 8/13@@23599,"10,125 LV@@10125",Morning Consult,49,45,D+ 4@@-4,0,D
National,8/15 - 8/22@@23603,"1,835 A@@1835",YouGov,44,40,D+ 4@@-4,0,D
National,8/18 - 8/22@@23606,"1,867 LV@@1867",Outward Intelligence,51,46,D+ 5@@-5,0,D
National,8/27 - 8/29@@23615,"10,875 LV@@10875",Morning Consult,49,46,D+ 3@@-3,0,D
National,9/1 - 9/5@@23620,"1,890 LV@@1890",Outward Intelligence,51.25,46.3,D+ 5@@-5,0,D
National,7/28 - 7/30@@23585,"10,119 LV@@10119",Morning Consult,48,46,D+ 2@@-2,0,D
National,8/10 - 8/12@@23598,"10,440 LV@@10440",Morning Consult,49,45,D+ 4@@-4,0,D
National,8/17 - 8/19@@23605,"10,527 LV@@10527",Morning Consult,49,45,D+ 4@@-4,0,D
National,8/22 - 8/24@@23610,"9,963 LV@@9963",Morning Consult,50,45,D+ 5@@-5,0,D
National,7/19 - 7/21@@23576,711 LV@@711,Florida Atlantic/Mainstreet,41.45,47.1,R+ 5.6@@5.6,0,R
National,9/2 - 9/4@@23621,"11,414 LV@@11414",Morning Consult,49,46,D+ 3@@-3,0,D
National,7/5 - 7/9@@23562,"2,041 RV@@2041",Ipsos,49,47,D+ 2@@-2,0,D
National,8/16 - 8/26@@23604,"5,837 RV@@5837",Survey Center on American Life,45,42,D+ 3@@-3,0,D
National,7/19 - 7/22@@23576,"1,178 RV@@1178",YouGov,43.5,44.5,R+ 1@@1,0,R
National,8/21 - 8/23@@23609,"9,845 LV@@9845",Morning Consult,50,45,D+ 5@@-5,0,D
National,8/23 - 8/27@@23611, LV@@0,Ipsos,52,46,D+ 6@@-6,0,D
National,7/23 - 7/25@@23580,"1,000 RV@@1000",Fabrizio/GBAO,46,46.5,R+ 0.5@@.5,0,R
National,7/24 - 7/25@@23581,"1,238 A@@1238",Ipsos,38,38,Even@@0,0,E
National,7/25 - 7/27@@23582,"9,986 LV@@9986",Morning Consult,48,46,D+ 2@@-2,0,D
National,8/29 - 8/29@@23617,"2,078 LV@@2078",Redfield & Wilton,44,42,D+ 2@@-2,0,D
National,8/18 - 8/20@@23606,"10,142 LV@@10142",Morning Consult,49,46,D+ 3@@-3,0,D
National,7/22 - 7/23@@23579,"1,018 RV@@1018",Ipsos,43,40,D+ 3@@-3,0,D
National,7/31 - 8/4@@23588,"1,001 RV@@1001",Hart/Public Opinion Strategies,46,48,R+ 2@@2,0,R
National,7/2 - 7/6@@23559,"1,000 LV@@1000",Bendixen & Amandi,42,41,D+ 1@@-1,0,D
National,7/21 - 7/22@@23578,"4,001 RV@@4001",Morning Consult,45,47,R+ 2@@2,0,R
